Y.1 Y.2 Solution1 Solution2 Run Gen Vector
0.356536420818044 2.23790396103644 0000029c000003e4000001cffffffc7f00000280fffffc34ffffff76000001d6ffffff2c00000176 0000009a0000036500000059000000720000002bffffffd4000000000000000000000000000003e8 1 0 V1
0.555286938178627 1.38056635851175 00000215fffffffe000002e1fffffd440000008afffffefafffffdd9fffffe8afffffe68fffffdb4 0000008700000000000001cb00000000000000000000000000000160000000000000000000000250 1 0 V2
0.863598149272381 0.834566492932314 000000100000013100000347000001f5fffffd9500000274000000d0fffffd68fffffd02000000f1 000001e80000007c0000000000000000ffffff2500000000000000a4000001a10000000000000056 1 0 V3
1.51263084647094 0.462173697470356 00000072fffffefc0000008cfffffeb8fffffc8a000002fbfffffc22fffffc75fffffe7800000302 000001e80000007c0000000000000000ffffff2500000000000000a4000001a10000000000000056 1 0 V4
2.21701174029268 0.304572340943818 000000ce000000400000039cfffffce8000002cf000000b6000002cafffffd78000001bb00000205 000000ce000000400000039cfffffce8000002cf000000b6000002cafffffd78000001bb00000205 1 0 V5
0.288494738890763 1.74760459309996 0000009a0000036500000059000000720000002bffffffd4000000000000000000000000000003e8 00000061000000000000034400000000000000e500000000000000000000000000000000000000fb 1 1 V1
0.454018701313689 1.28135862783585 0000008700000000000001cb00000000000000000000000000000160000000000000000000000250 0000008700000000000001cb00000000000000000000000000000160000000000000000000000250 1 1 V2
0.802867347425286 0.644191718501916 000001e80000007c0000000000000000ffffff2500000000000000a4000001a10000000000000056 000001e80000007c0000000000000000ffffff2500000000000000a4000001a10000000000000056 1 1 V3
0.802867347425286 0.644191718501916 000001e80000007c0000000000000000ffffff2500000000000000a4000001a10000000000000056 0000033d000000f90000000000000000000000000000000000000076000000000000000000000000 1 1 V4
2.21701174029268 0.304572340943818 000000ce000000400000039cfffffce8000002cf000000b6000002cafffffd78000001bb00000205 000000ce000000400000039cfffffce8000002cf000000b6000002cafffffd78000001bb00000205 1 1 V5
0.211563757102141 2.37905861056575 00000061000000000000034400000000000000e500000000000000000000000000000000000000fb 00000087000001cd0000013a0000000000000019000001990000007800000276000000000000019d 1 2 V1
0.454018701313689 1.28135862783585 0000008700000000000001cb00000000000000000000000000000160000000000000000000000250 000000ac0000013d00000116000000b300000000000001d80000000000000000000001e700000180 1 2 V2
0.802867347425286 0.644191718501916 000001e80000007c0000000000000000ffffff2500000000000000a4000001a10000000000000056 000001e80000007c0000000000000000ffffff2500000000000000a4000001a10000000000000056 1 2 V3
