Y.1 Y.2 Solution1 Solution2 Run Gen Vector
1.24534053169095 5.05140967059939 000000d900000325000000fa000001c9000000ee000003dd000000b3000002e500000012000003d7 00000168000001df000001af0000016e0000015500000230000001f4000003850000013100000070 1 0 V1
1.31198776479367 1.51813576660139 000000ed000001d10000015d00000036000002010000015400000083000000ac000000a8000000f5 00000168000001df000001af0000016e0000015500000230000001f4000003850000013100000070 1 0 V2
1.31198776479367 1.51813576660139 000000ed000001d10000015d00000036000002010000015400000083000000ac000000a8000000f5 000000ef000001cf0000015e00000038000002000000015e0000007f0000009d000000a8000000ee 1 0 V3
1.8479757609085 1.08899046463857 000002c2000002bd000002a7000001c80000031500000205000000530000033e000000fa000002f8 000002030000029d000001ea0000020f000000c90000004a00000296000001db0000018d00000075 1 0 V4
2.73693162206298 0.99286664847136 000000e70000033c00000071000001ce0000035e00000017000000b7000000610000024c00000043 000002030000029d000001ea0000020f000000c90000004a00000296000001db0000018d00000075 1 0 V5
0.853880486441481 2.2182389787222 00000168000001df000001af0000016e0000015500000230000001f4000003850000013100000070 00000059000003e8000000c30000000000000201000003e800000002000002d10000000000000000 1 1 V1
0.853880486441481 2.2182389787222 00000168000001df000001af0000016e0000015500000230000001f4000003850000013100000070 00000000000001a5000000900000000000000048000000560000002e0000005c000000dc00000000 1 1 V2
1.33750848113688 1.50831544015069 000000ef000001cf0000015e00000038000002000000015e0000007f0000009d000000a8000000ee 000001ae000003e8000001a800000168000002430000021e0000012200000162000000d800000000 1 1 V3
1.82587168203224 1.13734489919413 000002030000029d000001ea0000020f000000c90000004a00000296000001db0000018d00000075 000001f600000279000001eb0000020b000000c10000004200000280000001da0000018300000074 1 1 V4
1.82587168203224 1.13734489919413 000002030000029d000001ea0000020f000000c90000004a00000296000001db0000018d00000075 000001f600000279000001eb0000020b000000c10000004200000280000001da0000018300000074 1 1 V5
0.774359618646969 4.09134559982836 00000059000003e8000000c30000000000000201000003e800000002000002d10000000000000000 000000000000030c000000000000009200000000000000000000000000000000000000000000005e 1 2 V1
1.14306587101945 1.89695862551486 00000000000001a5000000900000000000000048000000560000002e0000005c000000dc00000000 00000000000001dd00000048000000000000002800000000000000000000005f0000008600000000 1 2 V2
1.50768527653781 1.40625028743267 000001ae000003e8000001a800000168000002430000021e0000012200000162000000d800000000 000001f7000002040000016e0000013d000002c30000011b00000000000002080000000e00000029 1 2 V3
1.86007514627031 0.886256517189855 000001f600000279000001eb0000020b000000c10000004200000280000001da0000018300000074 00000376000003e8000002f6000003e8000002f3000003e80000029c00000225000002e70000027a 1 2 V4
1.86007514627031 0.886256517189855 000001f600000279000001eb0000020b000000c10000004200000280000001da0000018300000074 00000376000003e8000002f6000003e8000002f3000003e80000029c00000225000002e70000027a 1 2 V5
0 2.85308374668973 000000000000030c000000000000009200000000000000000000000000000000000000000000005e 00000000000002440000000000000000000000000000000000000000000000000000000000000000 1 3 V1
0.701693807957173 1.89039652622977 00000000000001dd00000048000000000000002800000000000000000000005f0000008600000000 00000000000002440000000000000000000000000000000000000000000000000000000000000000 1 3 V2
1.44397010993006 1.34703335323613 000001f7000002040000016e0000013d000002c30000011b00000000000002080000000e00000029 0000011b000002c80000015900000157000002210000008f000000a0000001a5000000120000006e 1 3 V3
1.88730520277318 0.468509600375081 00000376000003e8000002f6000003e8000002f3000003e80000029c00000225000002e70000027a 00000267000003a3000001020000014300000301000001bc000000dc00000225000001e40000022c 1 3 V4
1.88730520277318 0.468509600375081 00000376000003e8000002f6000003e8000002f3000003e80000029c00000225000002e70000027a 000002f8000003e8000001f0000003e800000032000002ba0000022c000002970000015900000229 1 3 V5
0 1.69151068273628 00000000000002440000000000000000000000000000000000000000000000000000000000000000 000000000000022e0000000000000000000000d90000000000000000000000000000000000000000 1 4 V1
0 1.69151068273628 00000000000002440000000000000000000000000000000000000000000000000000000000000000 000000000000022e0000000000000000000000d90000000000000000000000000000000000000000 1 4 V2
1.48517272962549 1.4587624907735 0000011b000002c80000015900000157000002210000008f000000a0000001a5000000120000006e 000001400000033e000001370000013c000002ff0000011d000000b0000000410000009900000140 1 4 V3
2.26659217340811 1.1224842618469 00000267000003a3000001020000014300000301000001bc000000dc00000225000001e40000022c 000001cd000001c5000002250000020c00000231000001fa0000013f0000010600000116000000bb 1 4 V4
3.56515521489936 0.583999935262641 000002f8000003e8000001f0000003e800000032000002ba0000022c000002970000015900000229 000003e80000032e00000000000003e8000003e0000003e80000021f000003740000029e000003e8 1 4 V5
0.110713250710553 1.54958383024501 000000000000022e0000000000000000000000d90000000000000000000000000000000000000000 000000000000022b0000000000000000000000000000000000000000000000000000000000000000 1 5 V1
0.110713250710553 1.54958383024501 000000000000022e0000000000000000000000d90000000000000000000000000000000000000000 000001080000023e0000018800000091000001e80000011c00000097000001b900000065000000a0 1 5 V2
1.44587958510812 1.44799416297765 000001400000033e000001370000013c000002ff0000011d000000b0000000410000009900000140 0000018a000001a800000216000001de000001cb000001f70000012b000000ea0000012b000000cc 1 5 V3
1.63171660504021 0.797597573384935 000001cd000001c5000002250000020c00000231000001fa0000013f0000010600000116000000bb 0000021400000245000003b30000025200000145000002ce000001f4000000e10000029d00000197 1 5 V4
4.65212206820972 0.594016009737129 000003e80000032e00000000000003e8000003e0000003e80000021f000003740000029e000003e8 000003e00000030c0000003300000377000002d2000003dd000002a3000002b600000286000003df 1 5 V5
0 1.58690855822909 000000000000022b0000000000000000000000000000000000000000000000000000000000000000 00000000000002380000000000000000000000000000000000000000000000000000000000000000 1 6 V1
0.628330230698865 1.56908788391127 000001080000023e0000018800000091000001e80000011c00000097000001b900000065000000a0 00000000000002380000000000000000000000000000000000000000000000000000000000000000 1 6 V2
1.09369001215287 1.33606230023009 0000018a000001a800000216000001de000001cb000001f70000012b000000ea0000012b000000cc 0000011800000214000001bf0000008a000001f000000144000000ae000002150000007200000058 1 6 V3
2.02282496430584 0.835148776314549 0000021400000245000003b30000025200000145000002ce000001f4000000e10000029d00000197 00000183000001e4000001cd0000015e0000010200000139000000120000020c0000032300000014 1 6 V4
4.41370541608836 0.283897248620153 000003e00000030c0000003300000377000002d2000003dd000002a3000002b600000286000003df 000003e8000003e800000000000003e6000003e8000003e800000375000003e80000021e000003e8 1 6 V5
0 1.52277094212332 00000000000002380000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000e00000000000000000000000000000000000000000000000000000000 1 7 V1
0 1.52277094212332 00000000000002380000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000e00000000000000000000000000000000000000000000000000000000 1 7 V2
0.997466727030778 0.930039428185197 0000011800000214000001bf0000008a000001f000000144000000ae000002150000007200000058 000003e8000003e8000003e8000003e8000003e8000003d6000003e8000003e8000003e8000003e8 1 7 V3
