Y.1 Y.2 Y.3 Solution1 Solution2 Run Gen Vector
0.587189502026994 0.814123529245879 5.30148758732185 000003c1000001cf00000041000002d600000298000002cb0000036600000378000001760000018b 0000035d000002150000007900000141000002fe000003ab0000028b0000036d00000374000002b2 1 0 V1
1.10488430594465 2.07120385285161 1.06304853211844 00000025000000c20000016400000298000002fb000001930000021e000000fa000002510000017d 00000025000000c20000016400000298000002fb000001930000021e000000fa000002510000017d 1 0 V2
1.16972592860212 0.36260120405423 3.35474177608425 0000036d000001dc000000a70000016e000002e1000003a70000022200000343000003800000027b 0000035d000002150000007900000141000002fe000003ab0000028b0000036d00000374000002b2 1 0 V3
1.26572476171441 0.709520985271841 1.06520301245193 000000d5000001de00000328000001f10000024300000144000001fd0000011d0000007e000001b1 00000000000000000000021e00000022000002e20000028f0000008400000178000001b7000001ec 1 0 V4
2.64247488090372 3.02196215604977 0.386821237293495 0000002f000002d8000003cb0000020e000001e50000030c000003910000027f0000026c0000009a 00000000000000000000021e00000022000002e20000028f0000008400000178000001b7000001ec 1 0 V5
1.09934068135181 0.50035457045872 3.34254065293601 0000035d000002150000007900000141000002fe000003ab0000028b0000036d00000374000002b2 000003440000020f0000003f00000164000002c000000370000002e20000037b00000350000002c2 1 1 V1
1.10488430594465 2.07120385285161 1.06304853211844 00000025000000c20000016400000298000002fb000001930000021e000000fa000002510000017d 00000025000000c20000016400000298000002fb000001930000021e000000fa000002510000017d 1 1 V2
1.09934068135181 0.50035457045872 3.34254065293601 0000035d000002150000007900000141000002fe000003ab0000028b0000036d00000374000002b2 000001a100000000000001dd000002a2000002300000003a0000020c000001e00000018d000001c5 1 1 V3
4.75899684792127 1.14908754193238 0.312997064854107 00000000000000000000021e00000022000002e20000028f0000008400000178000001b7000001ec 000000620000004600000211000000310000011b000001fd000001a3000001d000000158000001eb 1 1 V4
4.75899684792127 1.14908754193238 0.312997064854107 00000000000000000000021e00000022000002e20000028f0000008400000178000001b7000001ec 000000620000004600000211000000310000011b000001fd000001a3000001d000000158000001eb 1 1 V5
0.61795918130373 0.529049165751016 3.23370120046157 000003440000020f0000003f00000164000002c000000370000002e20000037b00000350000002c2 000003e800000093000003560000029e0000027500000141000001b9000002910000013500000157 1 2 V1
1.10488430594465 2.07120385285161 1.06304853211844 00000025000000c20000016400000298000002fb000001930000021e000000fa000002510000017d 00000025000000c20000016400000298000002fb000001930000021e000000fa000002510000017d 1 2 V2
1.14677755791476 0.0637581466848639 2.81169856693811 000001a100000000000001dd000002a2000002300000003a0000020c000001e00000018d000001c5 000003e800000093000003560000029e0000027500000141000001b9000002910000013500000157 1 2 V3
3.58322515680357 1.09399563425924 0.382518278393918 000000620000004600000211000000310000011b000001fd000001a3000001d000000158000001eb 000000620000004600000216000000310000011e00000205000001a6000001ce0000015d000001e4 1 2 V4
3.58322515680357 1.09399563425924 0.382518278393918 000000620000004600000211000000310000011b000001fd000001a3000001d000000158000001eb 00000000000000000000018d0000016d00000083000002630000009000000178000002330000011c 1 2 V5
0.519169043958233 0.253832405505285 3.06928667726605 000003e800000093000003560000029e0000027500000141000001b9000002910000013500000157 000003e8000000f80000026c0000022c000002c700000213000001e3000002c6000001f4000001cf 1 3 V1
1.10488430594465 2.07120385285161 1.06304853211844 00000025000000c20000016400000298000002fb000001930000021e000000fa000002510000017d 000003e8000000f80000026c0000022c000002c700000213000001e3000002c6000001f4000001cf 1 3 V2
0.519169043958233 0.253832405505285 3.06928667726605 000003e800000093000003560000029e0000027500000141000001b9000002910000013500000157 000003e800000277000003e80000028f0000038100000244000002d8000002e000000243000001e6 1 3 V3
