Y.1 Y.2 Solution1 Solution2 Run Gen Vector
1.98019838168584 5.39656714314889 000001f800000357000001dd0000033a000001970000005800000132000001c5000001dd00000331 000000a3000000000000031a000002da000002fb0000030900000231000002c500000245000000a4 1 0 V1
2.22045155230178 4.04236911215554 00000162000001fc0000021f000002a7000002c9000003af000002a5000001220000026200000083 000001e20000036d0000029f000003e8000003c8000003b1000002910000022f000002cc000003e8 1 0 V2
2.9397384948896 3.22147957138978 000001f6000003150000003f0000013d0000021b0000002b000001dc000002cd000001a0000000e3 0000028e00000192000002c0000003700000026e00000125000002af0000024b000001a0000002a9 1 0 V3
4.37775818906609 1.96463193117607 00000345000001f90000019c0000001d000001cc000001ff0000034c000000e400000376000002bb 0000015500000237000002ce00000249000003e8000001800000022a00000245000001d000000270 1 0 V4
8.44911837844156 1.93319444613018 0000011d0000004b000003160000004f000002ac000000460000038a000002500000001e0000004c 0000015500000237000002ce00000249000003e8000001800000022a00000245000001d000000270 1 0 V5
1.23459079680193 4.40132745180308 000000a3000000000000031a000002da000002fb0000030900000231000002c500000245000000a4 000000a3000000000000031a000002da000002fb0000030900000231000002c500000245000000a4 1 1 V1
1.72643538508584 4.0226987914115 000001e20000036d0000029f000003e8000003c8000003b1000002910000022f000002cc000003e8 00000000000001ab000002f20000011f0000014300000348000001f0000002aa000003210000020f 1 1 V2
2.94611395798994 2.80265919655768 0000028e00000192000002c0000003700000026e00000125000002af0000024b000001a0000002a9 000001500000022f000002fa00000205000003bc000001400000022a00000288000001db00000263 1 1 V3
3.84824086270446 1.50888905471377 0000015500000237000002ce00000249000003e8000001800000022a00000245000001d000000270 0000032a000002a8000002d5000003cc0000037a000003e800000181000003e8000002ed000003e8 1 1 V4
3.84824086270446 1.50888905471377 0000015500000237000002ce00000249000003e8000001800000022a00000245000001d000000270 0000032a000002a8000002d5000003cc0000037a000003e800000181000003e8000002ed000003e8 1 1 V5
1.23459079680193 4.40132745180308 000000a3000000000000031a000002da000002fb0000030900000231000002c500000245000000a4 000000a3000000000000031a000002da000002fb0000030900000231000002c500000245000000a4 1 2 V1
1.73200350623634 3.51069370883224 00000000000001ab000002f20000011f0000014300000348000001f0000002aa000003210000020f 000001e20000036d0000029f000003e8000003c8000003b1000002910000022f000002cc000003e8 1 2 V2
2.39693398709417 2.8374468697559 000001500000022f000002fa00000205000003bc000001400000022a00000288000001db00000263 0000028e00000192000002c0000003700000026e00000125000002af0000024b000001a0000002a9 1 2 V3
2.98374306314058 1.77888745951879 0000032a000002a8000002d5000003cc0000037a000003e800000181000003e8000002ed000003e8 0000015500000237000002ce00000249000003e8000001800000022a00000245000001d000000270 1 2 V4
2.98374306314058 1.77888745951879 0000032a000002a8000002d5000003cc0000037a000003e800000181000003e8000002ed000003e8 0000015500000237000002ce00000249000003e8000001800000022a00000245000001d000000270 1 2 V5
1.23459079680193 4.40132745180308 000000a3000000000000031a000002da000002fb0000030900000231000002c500000245000000a4 0000014600000000000001bc000000180000019400000152000000eb00000187000000c3000000da 1 3 V1
1.72643538508584 4.0226987914115 000001e20000036d0000029f000003e8000003c8000003b1000002910000022f000002cc000003e8 000000c0000002ca000000000000012e000001360000011d000000000000032d000000db00000035 1 3 V2
2.94611395798994 2.80265919655768 0000028e00000192000002c0000003700000026e00000125000002af0000024b000001a0000002a9 000001360000000b000001ef0000001c00000197000001100000013a000000f8000000c00000011a 1 3 V3
3.84824086270446 1.50888905471377 0000015500000237000002ce00000249000003e8000001800000022a00000245000001d000000270 000001360000000b000001ef0000001c00000197000001100000013a000000f8000000c00000011a 1 3 V4
3.84824086270446 1.50888905471377 0000015500000237000002ce00000249000003e8000001800000022a00000245000001d000000270 000001360000000b000001ef0000001c00000197000001100000013a000000f8000000c00000011a 1 3 V5
1.33772293291542 4.21515871072448 0000014600000000000001bc000000180000019400000152000000eb00000187000000c3000000da 000000a3000000000000031a000002da000002fb0000030900000231000002c500000245000000a4 1 4 V1
1.49831142534378 3.47368209014852 000000c0000002ca000000000000012e000001360000011d000000000000032d000000db00000035 0000014600000000000001df00000024000002ae0000014c000000ef00000186000000c3000000d7 1 4 V2
2.8543762302792 1.48803110030757 000001360000000b000001ef0000001c00000197000001100000013a000000f8000000c00000011a 000003e80000034e000001db0000030b000000fe000001ce00000217000001e90000025c0000003b 1 4 V3
2.8543762302792 1.48803110030757 000001360000000b000001ef0000001c00000197000001100000013a000000f8000000c00000011a 0000015500000237000002ce00000249000003e8000001800000022a00000245000001d000000270 1 4 V4
2.8543762302792 1.48803110030757 000001360000000b000001ef0000001c00000197000001100000013a000000f8000000c00000011a 0000030c0000039500000375000003940000027e000002dd000003e8000003a600000000000003c6 1 4 V5
1.23459079680193 4.40132745180308 000000a3000000000000031a000002da000002fb0000030900000231000002c500000245000000a4 000000c0000002ab000000230000013600000123000001300000001b0000032d000000eb00000007 1 5 V1
1.7535999919152 4.28741116743725 0000014600000000000001df00000024000002ae0000014c000000ef00000186000000c3000000d7 000001e30000039e0000028a0000039e000003ac000003b30000028c000001ee000002cc000003e8 1 5 V2
2.52090829521166 2.6439410774125 000003e80000034e000001db0000030b000000fe000001ce00000217000001e90000025c0000003b 0000033e00000305000000fc000002120000010b0000015b00000142000001190000030c0000006e 1 5 V3
