Y.1 Y.2 Y.3 Solution1 Solution2 Run Gen Vector
0.90519179555175 2.93535829709628 4.79340134304679 0000028a00000071ffffff2dfffff863fffffd7e00000330fffffb05fffffab40000027b000006ac 0000028a00000071ffffff2dfffff863fffffd7e00000330fffffb05fffffab40000027b000006ac 1 0 V1
0.797292183695664 3.51623967536416 1.26593211598947 000000ea0000022a000006ebfffffe450000022fffffff3efffffceb00000173fffffa510000025d 000000ea0000022a000006ebfffffe450000022fffffff3efffffceb00000173fffffa510000025d 1 0 V2
1.66596618358682 0.211004183254656 1.7249967604574 000003e000000228000003bcfffffdfd0000066d0000068a00000157fffff9fffffffa12000000a4 000003e000000228000003bcfffffdfd0000066d0000068a00000157fffff9fffffffa12000000a4 1 0 V3
1.75135654769732 1.42463291690009 0.585727269859121 0000024b0000005700000081fffffa2f0000022afffffbda00000656fffffd52fffffe16fffffcb5 0000024b0000005700000081fffffa2f0000022afffffbda00000656fffffd52fffffe16fffffcb5 1 0 V4
6.86730339441839 3.25969857422802 0.553668752354702 000000f2000002fa0000051dfffffc73000004410000004effffff58000001a2000000adfffff88f 000000f2000002fa0000051dfffffc73000004410000004effffff58000001a2000000adfffff88f 1 0 V5
0.90519179555175 2.93535829709628 4.79340134304679 0000028a00000071ffffff2dfffff863fffffd7e00000330fffffb05fffffab40000027b000006ac 0000028a00000071ffffff2dfffff863fffffd7e00000330fffffb05fffffab40000027b000006ac 1 1 V1
0.797292183695664 3.51623967536416 1.26593211598947 000000ea0000022a000006ebfffffe450000022fffffff3efffffceb00000173fffffa510000025d 000000ea0000022a000006ebfffffe450000022fffffff3efffffceb00000173fffffa510000025d 1 1 V2
1.66596618358682 0.211004183254656 1.7249967604574 000003e000000228000003bcfffffdfd0000066d0000068a00000157fffff9fffffffa12000000a4 000003e000000228000003bcfffffdfd0000066d0000068a00000157fffff9fffffffa12000000a4 1 1 V3
1.75135654769732 1.42463291690009 0.585727269859121 0000024b0000005700000081fffffa2f0000022afffffbda00000656fffffd52fffffe16fffffcb5 0000024b0000005700000081fffffa2f0000022afffffbda00000656fffffd52fffffe16fffffcb5 1 1 V4
6.86730339441839 3.25969857422802 0.553668752354702 000000f2000002fa0000051dfffffc73000004410000004effffff58000001a2000000adfffff88f 000000f2000002fa0000051dfffffc73000004410000004effffff58000001a2000000adfffff88f 1 1 V5
